seed,model,task,method,finetuning_steps,realignment_steps,distinct_realignment_samples,repeated_realignment_samples,train_loss,realignment_loss,task_loss,eval_ar_accuracy,eval_bg_accuracy,eval_de_accuracy,eval_el_accuracy,eval_es_accuracy,eval_fr_accuracy,eval_hi_accuracy,eval_ru_accuracy,eval_th_accuracy,eval_tr_accuracy,eval_vi_accuracy,eval_zh_accuracy,eval_avg_accuracy,eval_same_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_fr_accuracy,final_eval_hi_accuracy,final_eval_ru_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_avg_accuracy,final_eval_same_accuracy
31,xlm-roberta-base,xnli,before_dico,24544,24544,17678,392660,0.5113176107406616,0,0.5113176107406616,0.7043912175648702,0.7578842315369262,0.7469061876247505,0.7445109780439122,0.774251497005988,0.7686626746506986,0.6920159680638722,0.7387225548902195,0.7077844311377246,0.7115768463073853,0.7349301397205589,0.7199600798403194,0.7334664005322687,0.8225548902195609,0.7043912175648702,0.7578842315369262,0.7469061876247505,0.7445109780439122,0.774251497005988,0.7686626746506986,0.6920159680638722,0.7387225548902195,0.7077844311377246,0.7115768463073853,0.7349301397205589,0.7199600798403194,0.7334664005322687,0.8225548902195609
42,xlm-roberta-base,xnli,before_dico,24544,24544,17678,392660,0.10931268334388733,0,0.10931268334388733,0.6962075848303393,0.7512974051896207,0.7459081836327345,0.7383233532934131,0.7678642714570858,0.7606786427145709,0.6810379241516966,0.7397205588822355,0.7037924151696606,0.7101796407185629,0.730938123752495,0.7229540918163673,0.7290751829673985,0.8261477045908183,0.6962075848303393,0.7512974051896207,0.7459081836327345,0.7383233532934131,0.7678642714570858,0.7606786427145709,0.6810379241516966,0.7397205588822355,0.7037924151696606,0.7101796407185629,0.730938123752495,0.7229540918163673,0.7290751829673985,0.8261477045908183
66,xlm-roberta-base,xnli,before_dico,24544,24544,17678,392660,0.5292044878005981,0,0.5292044878005981,0.6956087824351297,0.7572854291417166,0.7508982035928143,0.7353293413173653,0.7728542914171657,0.7646706586826347,0.6818363273453094,0.7437125748502994,0.6998003992015968,0.7159680638722555,0.7291417165668662,0.7249500998003992,0.7310046573519626,0.8255489021956088,0.6956087824351297,0.7572854291417166,0.7508982035928143,0.7353293413173653,0.7728542914171657,0.7646706586826347,0.6818363273453094,0.7437125748502994,0.6998003992015968,0.7159680638722555,0.7291417165668662,0.7249500998003992,0.7310046573519626,0.8255489021956088
23,xlm-roberta-base,xnli,before_dico,24544,24544,17678,392660,0.35885709524154663,0,0.35885709524154663,0.6998003992015968,0.7536926147704591,0.7522954091816367,0.7401197604790419,0.7726546906187625,0.7626746506986027,0.691816367265469,0.7419161676646706,0.7057884231536926,0.7197604790419162,0.7361277445109781,0.7275449101796407,0.7336826347305389,0.8265469061876247,0.6998003992015968,0.7536926147704591,0.7522954091816367,0.7401197604790419,0.7726546906187625,0.7626746506986027,0.691816367265469,0.7419161676646706,0.7057884231536926,0.7197604790419162,0.7361277445109781,0.7275449101796407,0.7336826347305389,0.8265469061876247
17,xlm-roberta-base,xnli,before_dico,24544,24544,17678,392660,0.49625474214553833,0,0.49625474214553833,0.7033932135728543,0.7524950099800399,0.7522954091816367,0.7413173652694611,0.7750499001996008,0.7644710578842315,0.6874251497005988,0.7385229540918163,0.7033932135728543,0.7203592814371258,0.7351297405189621,0.7227544910179641,0.7330505655355956,0.8267465069860279,0.7033932135728543,0.7524950099800399,0.7522954091816367,0.7413173652694611,0.7750499001996008,0.7644710578842315,0.6874251497005988,0.7385229540918163,0.7033932135728543,0.7203592814371258,0.7351297405189621,0.7227544910179641,0.7330505655355956,0.8267465069860279
31,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,17678,392660,0.48494696617126465,0,0.48494696617126465,0.7043912175648702,0.7610778443113773,0.7493013972055889,0.7459081836327345,0.7740518962075849,0.7666666666666667,0.6930139720558882,0.7389221556886227,0.7131736526946107,0.7173652694610778,0.7389221556886227,0.720558882235529,0.7352794411177644,0.8287425149700599,0.7043912175648702,0.7610778443113773,0.7493013972055889,0.7459081836327345,0.7740518962075849,0.7666666666666667,0.6930139720558882,0.7389221556886227,0.7131736526946107,0.7173652694610778,0.7389221556886227,0.720558882235529,0.7352794411177644,0.8287425149700599
42,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,17678,392660,0.12973712384700775,0,0.12973712384700775,0.6954091816367265,0.7662674650698603,0.7504990019960079,0.7425149700598802,0.7774451097804391,0.767065868263473,0.681437125748503,0.7455089820359282,0.705189620758483,0.7103792415169661,0.7349301397205589,0.7221556886227545,0.7332335329341316,0.8337325349301398,0.6954091816367265,0.7662674650698603,0.7504990019960079,0.7425149700598802,0.7774451097804391,0.767065868263473,0.681437125748503,0.7455089820359282,0.705189620758483,0.7103792415169661,0.7349301397205589,0.7221556886227545,0.7332335329341316,0.8337325349301398
66,xlm-roberta-base,xnli,freeze_realign_unfreeze_dico,24544,24544,17678,392660,0.519986093044281,0,0.519986093044281,0.700998003992016,0.7598802395209581,0.7487025948103793,0.7467065868263473,0.7762475049900199,0.768063872255489,0.6872255489021956,0.7435129740518962,0.7085828343313373,0.719560878243513,0.7343313373253493,0.7253493013972055,0.7349301397205589,0.8347305389221557,0.700998003992016,0.7598802395209581,0.7487025948103793,0.7467065868263473,0.7762475049900199,0.768063872255489,0.6872255489021956,0.7435129740518962,0.7085828343313373,0.719560878243513,0.7343313373253493,0.7253493013972055,0.7349301397205589,0.8347305389221557
17,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,17678,392660,0.520344078540802,0,0.520344078540802,0.7025948103792415,0.7586826347305389,0.7441117764471058,0.7381237524950099,0.7686626746506986,0.7642714570858283,0.6926147704590818,0.743313373253493,0.7029940119760479,0.7109780439121757,0.7371257485029941,0.7253493013972055,0.7324018629407852,0.820558882235529,0.7025948103792415,0.7586826347305389,0.7441117764471058,0.7381237524950099,0.7686626746506986,0.7642714570858283,0.6926147704590818,0.743313373253493,0.7029940119760479,0.7109780439121757,0.7371257485029941,0.7253493013972055,0.7324018629407852,0.820558882235529
23,xlm-roberta-base,xnli,freeze_realign_unfreeze_last_half_dico,24544,24544,17678,392660,0.3366745114326477,0,0.3366745114326477,0.7027944111776447,0.7534930139720559,0.7479041916167665,0.7305389221556886,0.7688622754491018,0.7552894211576846,0.6768463073852296,0.7379241516966067,0.6972055888223553,0.7143712574850299,0.7323353293413174,0.7183632734530938,0.7279940119760479,0.8217564870259481,0.7027944111776447,0.7534930139720559,0.7479041916167665,0.7305389221556886,0.7688622754491018,0.7552894211576846,0.6768463073852296,0.7379241516966067,0.6972055888223553,0.7143712574850299,0.7323353293413174,0.7183632734530938,0.7279940119760479,0.8217564870259481
